,20191001,20191002,20191003,20191004,20191007,20191008,20191009,20191010,20191011,20191014,20191015,20191016,20191017,20191018,20191021,20191022,20191023,20191024,20191025,20191028,20191029,20191030,20191031,20191101
XOM,0.9546244581906523,0.7354642068330483,0.9347011011121351,0.9284213587284973,0.6691193356942222,0.009469402490381905,0.3423434437197715,0.32269183731837875,0.8263048124278392,-0.34820085234678594,0.5762873893644094,-0.15317026244308102,0.461392188128221,0.7391724332348062,0.5490988304056383,0.7671130597477841,-0.3121277100260812,-0.21493915231501293,0.7866320056732088,0.5540318502682172,0.24243061774244215,-0.3461607318901335,0.07013608794326948,0.7208865163705191
KO,-0.4589647361405493,0.8541885670167896,0.9259744983913527,0.92669493850072,0.08054572305315917,0.7997615778325154,0.588251103715729,0.5386886641849743,0.5611055627145184,0.1935344415419479,-0.1018475775247664,0.29128480144366303,-0.2541420392208769,-0.22381705651331857,0.09885253855492218,-0.24775267123072525,-0.21782561166373107,-0.40821541143854795,-0.40808152908803835,0.14397009416529147,0.12711293471161433,0.42740323328590724,0.14705720521289717,-0.6241323547500249
IBM,0.9314133103165173,0.3666653349421625,0.9634610985685507,0.8297362801386737,-0.6794873932634481,0.7588004900841268,0.4144740728306411,0.6353569665568415,0.6751524207167042,-0.5001911021634132,0.8121975248053536,-0.019496725045582888,0.306635584235835,-0.5399555834802966,0.46317273788944885,0.05806687916471276,-0.4666355377564907,0.6450194387432712,0.8169551449551801,0.5430953580962811,-0.18972333870828426,0.913421096410049,0.8261946000554395,0.6424304475136778
PG,0.2118039009369878,0.9150926995898493,0.49434136164755027,0.9428905132726885,0.3359276444967318,0.60226236696627,-0.10643786573450431,0.29604852859745767,0.6870253494439323,0.1252871496646411,-0.5884384889053048,0.5034613602317551,-0.0017691903115410375,-0.826170823726008,0.40801022844552076,0.3102525859802232,0.3392403778103781,0.1593177345264581,-0.1567311225905896,0.42585561651500076,0.7052835897790241,0.6026823167568786,0.7372574637172412,0.30673920929266363
UTX,0.9434586588936335,0.9199213235226756,0.8892077341842263,0.8460906471454362,-0.6619837090333911,0.7980190636210428,0.12652433313320016,0.5258144115951594,0.6920063172649217,0.0208530218597137,0.043044404851721015,0.5972616635135739,0.31159932429242054,0.6842760058682611,-0.04806014414329545,0.644460490603275,0.3872900988157131,0.5953845653861889,0.09164089387361886,0.5822112420594228,-0.23292325660553012,0.5131215164138064,0.4178381331142513,0.5827383371913613
MMM,0.9828540191508247,0.7294442362097793,0.9273318547295701,0.8408660398531056,0.7321301694826928,0.4224079978116956,-0.25376099165111377,0.6269600897841419,0.4992720408289332,-0.006089739053747248,0.8751096132323217,0.05583384915083286,0.5528520018914885,0.789258670342277,0.41538050525574566,0.6398522807586845,-0.06081179432701684,0.5217076124442249,0.6316586516897233,-0.4757178053137226,0.7701804198026265,0.642418688846825,0.8624145993402323,0.7033586975435948
MRK,0.689894875045803,0.13723893224350125,0.8887965211144007,0.9341071068884832,-0.6737234776806104,0.7767848445415225,-0.026747916748462098,0.6932169185094245,0.4731794961637717,0.014037366377587667,0.6487738834693869,-0.0007984574901881288,0.6866493048884768,-0.6351872663348629,0.2294341115161082,0.6039727299436294,-0.44887020812418893,0.3290104600279679,-6.490200290465785e-06,0.6487434404253765,0.6198632228505279,0.5852764010251166,0.16441397779591377,-0.6436257020523181
AXP,0.9778618635583922,0.7680900516689962,0.8942552946901898,0.9163116485730146,0.8471607902792441,0.6279497677512426,-0.3522101957963058,0.8083174446644986,0.9193729306273117,0.284796818271378,0.7087915575871612,0.49925782690992476,0.19488432337794626,0.4050956969596599,0.4058738368272249,0.39195513190465586,0.555623981153754,0.41616784120978007,0.7233286412841432,0.5207474001798668,-0.1962049365705422,0.906436246969893,0.6731899970091697,0.1684423798553778
MCD,0.4001731250442642,0.9144400662695221,0.8788475349761624,0.7206560851471786,0.859669034966994,0.8276924447409838,-0.4309505470312356,0.4158003937752857,0.21062880930710098,0.5128791685917942,-0.6838097598234412,0.501642052847944,0.13194713874335198,-0.7344959074692959,0.2665958903835159,-0.22185383607704268,0.8600791452397899,-0.058911010395600254,-0.13228260039041825,0.2820667611707133,-0.06922519045612428,0.7665803125696041,0.8305542141986766,-0.46848857940753336
